id,sanctions_translated,sanctions_lemmatized,final_label
interpol-red-2017-170847,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2019-49208,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2017-170096,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2017-168022,aiding and abetting the members of illegal armed formation,aid and abet the member of illegal armed formation,armed formation
interpol-red-2018-51966,"""participation in illegal armed formation; illegal acquisition and storage of ammunition, explosive devices""",participation in illegal armed formation illegal acquisition and storage of ammunition explosive device,armed formation
interpol-red-2019-113712,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2019-41196,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2017-132717,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
interpol-red-2016-90549,"illegal acquisition and storage of firearms committed by a group of persons in a preliminary conspiracy, participation in illegal armed formation, participation in the activity of terrorist organization.",illegal acquisition and storage of firearm commit by a group of person in a preliminary conspiracy participation in illegal armed formation participation in the activity of terrorist organization,armed formation
interpol-red-2017-234639,participation in illegal armed formation,participation in illegal armed formation,armed formation
interpol-red-2015-43692,"""1)murder; 
2)illegal acquisition, transfer, sale, storage, transportation or bearing of firearms, its basic parts, ammunition, explosives or explosive device""",1)murder 2)illegal acquisition transfer sale storage transportation or bearing of firearm its basic part ammunition explosive or explosive device,armed formation
interpol-red-2015-72388,participation in an illegal armed formation,participation in an illegal armed formation,armed formation
